Time,node1,node2,node3,node4,node5,
2021/8/7 16:52,342990848,379428864,86200320,840585216,616333312,
2021/8/7 16:52,343035904,379428864,86069248,840474624,616574976,
2021/8/7 16:52,345411584,378834944,86011904,841101312,615858176,
2021/8/7 16:52,345411584,380407808,86016000,841363456,617455616,
2021/8/7 16:52,345464832,381485056,85901312,841592832,618332160,
2021/8/7 16:52,345464832,380657664,84578304,842076160,617320448,
2021/8/7 16:53,345559040,380444672,84578304,842076160,617705472,
2021/8/7 16:53,345292800,380637184,84578304,842223616,619642880,
2021/8/7 16:53,345292800,381399040,84545536,842252288,619667456,
2021/8/7 16:53,345325568,381427712,84738048,842231808,619577344,
2021/8/7 16:53,345362432,378273792,84738048,842219520,621236224,
2021/8/7 16:53,345362432,378454016,84738048,842350592,621428736,
2021/8/7 16:54,345341952,379826176,84738048,842252288,621289472,
2021/8/7 16:54,347660288,379166720,85790720,842280960,622419968,
2021/8/7 16:54,349601792,379310080,85790720,842280960,622964736,
2021/8/7 16:54,349741056,380985344,85790720,842706944,624308224,
2021/8/7 16:54,349806592,375562240,85921792,842395648,624345088,
2021/8/7 16:54,349937664,375472128,85897216,842485760,625762304,
2021/8/7 16:55,349954048,376684544,85803008,842682368,626524160,
2021/8/7 16:55,350461952,376762368,85803008,842317824,627572736,
2021/8/7 16:55,351088640,376799232,85803008,842559488,628891648,
2021/8/7 16:55,351088640,377438208,85737472,842993664,630714368,
2021/8/7 16:55,353841152,373448704,82026496,842944512,631918592,
2021/8/7 16:55,353693696,376938496,82214912,842584064,646864896,
2021/8/7 16:56,353751040,379035648,83288064,842878976,647389184,
2021/8/7 16:56,353775616,379363328,83288064,843186176,648253440,
2021/8/7 16:56,355979264,379179008,83632128,843517952,636936192,
2021/8/7 16:56,355979264,379400192,83943424,843431936,638013440,
2021/8/7 16:56,355987456,379269120,85405696,843632640,638603264,
2021/8/7 16:56,356024320,379428864,85233664,843841536,639885312,
2021/8/7 16:57,356036608,378507264,85233664,843964416,641867776,
2021/8/7 16:57,355794944,378376192,84275200,843964416,641028096,
2021/8/7 16:57,356401152,377839616,84443136,844599296,641888256,
2021/8/7 16:57,356401152,378281984,84443136,844165120,643747840,
2021/8/7 16:57,355975168,378818560,84406272,844058624,644796416,
2021/8/7 16:57,355983360,378707968,84471808,847036416,644321280,
2021/8/7 16:58,356098048,379211776,84471808,847183872,644747264,
2021/8/7 16:58,356134912,379211776,84127744,847187968,645222400,
2021/8/7 16:58,356048896,379334656,83890176,847187968,643289088,
2021/8/7 16:58,356139008,376266752,83828736,845213696,643928064,
2021/8/7 16:58,354934784,374452224,83828736,832061440,643719168,
2021/8/7 16:58,354934784,374829056,83984384,831967232,645238784,
2021/8/7 16:59,354840576,374222848,85520384,832180224,645382144,
2021/8/7 16:59,355508224,374145024,85475328,832110592,646303744,
2021/8/7 16:59,355672064,374059008,85909504,832114688,646066176,
2021/8/7 16:59,355672064,376213504,83726336,832008192,644861952,
2021/8/7 16:59,355328000,376057856,83595264,832118784,644820992,
2021/8/7 16:59,355328000,376045568,83595264,832159744,645287936,
2021/8/7 17:00,355328000,376004608,84107264,832626688,644923392,
2021/8/7 17:00,355500032,375795712,83877888,852414464,644935680,
2021/8/7 17:00,355508224,373903360,83877888,838201344,644878336,
2021/8/7 17:00,355557376,373932032,84054016,838496256,645234688,
2021/8/7 17:00,355602432,374104064,84578304,823889920,643452928,
2021/8/7 17:00,357699584,374079488,84193280,806436864,643637248,
2021/8/7 17:01,357588992,374636544,84111360,806445056,645361664,
2021/8/7 17:01,357556224,374956032,84111360,793808896,645681152,
2021/8/7 17:01,357543936,374325248,84119552,779223040,646434816,
2021/8/7 17:01,357543936,375001088,84094976,779436032,646512640,
2021/8/7 17:01,357453824,375394304,84209664,780607488,643092480,
2021/8/7 17:01,357453824,375005184,85655552,779870208,642318336,
2021/8/7 17:02,357584896,374902784,85635072,785584128,642437120,
2021/8/7 17:02,357584896,375549952,85635072,785829888,642437120,
2021/8/7 17:02,358952960,374628352,85557248,785797120,642772992,
2021/8/7 17:02,358952960,374489088,85409792,786034688,643186688,
2021/8/7 17:02,358952960,375037952,85409792,792875008,644612096,
2021/8/7 17:02,359092224,376729600,85479424,792416256,644677632,
2021/8/7 17:03,359092224,376963072,85409792,792584192,645177344,
2021/8/7 17:03,358952960,376401920,85049344,792530944,645267456,
2021/8/7 17:03,361050112,376434688,85114880,792363008,645058560,
2021/8/7 17:03,361054208,377135104,85049344,792522752,645644288,
2021/8/7 17:03,361119744,377397248,85159936,793374720,646270976,
2021/8/7 17:03,361103360,378142720,85180416,793452544,647462912,
2021/8/7 17:04,361385984,377786368,84787200,793587712,647880704,
2021/8/7 17:04,361037824,376496128,84787200,793587712,647999488,
2021/8/7 17:04,361037824,377085952,84766720,793505792,648314880,
2021/8/7 17:04,361086976,375754752,85008384,794079232,649555968,
2021/8/7 17:04,361086976,376041472,84836352,795152384,650145792,
2021/8/7 17:04,363151360,376582144,84840448,797089792,649986048,
2021/8/7 17:05,363241472,374067200,84754432,796962816,650891264,
2021/8/7 17:05,363241472,373129216,83722240,797020160,650801152,
2021/8/7 17:05,363307008,373698560,83722240,792535040,651849728,
2021/8/7 17:05,363307008,373698560,83685376,781836288,653189120,
2021/8/7 17:05,363270144,371724288,84119552,781836288,654114816,
2021/8/7 17:05,363331584,372244480,84123648,788197376,654671872,
2021/8/7 17:06,363102208,372076544,85037056,788877312,654569472,
2021/8/7 17:06,363229184,371834880,85057536,789381120,655618048,
2021/8/7 17:06,363606016,373927936,84983808,789381120,656232448,
2021/8/7 17:06,365576192,373907456,84983808,789438464,655994880,
2021/8/7 17:06,365240320,375689216,85442560,791216128,656752640,
2021/8/7 17:06,365314048,374525952,85651456,792264704,657305600,
2021/8/7 17:07,365322240,374534144,85536768,792264704,658767872,
2021/8/7 17:07,365322240,374124544,85372928,798973952,657805312,
2021/8/7 17:07,365625344,375357440,85458944,799322112,657752064,
2021/8/7 17:07,365297664,376868864,85458944,799322112,659193856,
2021/8/7 17:07,365297664,375177216,85372928,799080448,659877888,
2021/8/7 17:07,365236224,375185408,85372928,799088640,659206144,
2021/8/7 17:08,367669248,376205312,85372928,799305728,659566592,
2021/8/7 17:08,368685056,376590336,85827584,799416320,660377600,
2021/8/7 17:08,368685056,373710848,85843968,799346688,660873216,
2021/8/7 17:08,368414720,373739520,85942272,799252480,661307392,
2021/8/7 17:08,368422912,373739520,85942272,800178176,662167552,
2021/8/7 17:08,368422912,373641216,85942272,800149504,662667264,
2021/8/7 17:09,368553984,371961856,85843968,800419840,662855680,
2021/8/7 17:09,368447488,372408320,85954560,800419840,663023616,
2021/8/7 17:09,370360320,372428800,85942272,800460800,663924736,
2021/8/7 17:09,370442240,372514816,85065728,800382976,665141248,
2021/8/7 17:09,370368512,372760576,84361216,800497664,666230784,
2021/8/7 17:09,370368512,374497280,84361216,802836480,667013120,
2021/8/7 17:10,370368512,374497280,84361216,802836480,666943488,
2021/8/7 17:10,370446336,374046720,84365312,802611200,667193344,
2021/8/7 17:10,370446336,373415936,84574208,802611200,667275264,
2021/8/7 17:10,370446336,373850112,84312064,802934784,668315648,
2021/8/7 17:10,370368512,373989376,84312064,805163008,669114368,
2021/8/7 17:10,372465664,374280192,83144704,805163008,670494720,
2021/8/7 17:11,372465664,374730752,83095552,805081088,671375360,
2021/8/7 17:11,372457472,373055488,83095552,805081088,671191040,
2021/8/7 17:11,372817920,372355072,83095552,798744576,672223232,
2021/8/7 17:11,372826112,373997568,83177472,798871552,673181696,
2021/8/7 17:11,372551680,373907456,83177472,789798912,672923648,
2021/8/7 17:11,372506624,373030912,83681280,789585920,673660928,
2021/8/7 17:12,372441088,373673984,83681280,789536768,673935360,
2021/8/7 17:12,374538240,373800960,83681280,790044672,674156544,
2021/8/7 17:12,374689792,374095872,83681280,790044672,674910208,
2021/8/7 17:12,374697984,373518336,83681280,796164096,675790848,
2021/8/7 17:12,374706176,371224576,82698240,796487680,676184064,
2021/8/7 17:12,375390208,371494912,82698240,796430336,676814848,
2021/8/7 17:13,375390208,373542912,82870272,796430336,677654528,
2021/8/7 17:13,375320576,373596160,85991424,796348416,677683200,
2021/8/7 17:13,374935552,372887552,85950464,796348416,678174720,
2021/8/7 17:13,374935552,373334016,85950464,787648512,678559744,
2021/8/7 17:13,375107584,373334016,85925888,787648512,676372480,
2021/8/7 17:13,375087104,373239808,86302720,787709952,677134336,
2021/8/7 17:14,375087104,373096448,86302720,787709952,677400576,
,64173895680,68208705536,15235964928,1.48E+11,1.15E+11,
,354551909.8,376843677,84176601.81,818312548.4,637813777,454339702.8
